Causa de muerte (lista reducida);Sexo;Provincia de defunción;Total
056 Otras enfermedades isquémicas del corazón;Total;Gipuzkoa;77
056 Otras enfermedades isquémicas del corazón;Total;Girona;99
056 Otras enfermedades isquémicas del corazón;Total;Granada;130
056 Otras enfermedades isquémicas del corazón;Total;Guadalajara;28
056 Otras enfermedades isquémicas del corazón;Total;Huelva;77
056 Otras enfermedades isquémicas del corazón;Total;Huesca;33
056 Otras enfermedades isquémicas del corazón;Total;Jaén;69
056 Otras enfermedades isquémicas del corazón;Total;León;80
056 Otras enfermedades isquémicas del corazón;Total;Lleida;39
056 Otras enfermedades isquémicas del corazón;Total;Lugo;100
056 Otras enfermedades isquémicas del corazón;Total;Madrid;765
056 Otras enfermedades isquémicas del corazón;Total;Málaga;311
056 Otras enfermedades isquémicas del corazón;Total;Murcia;197
056 Otras enfermedades isquémicas del corazón;Total;Navarra;62
056 Otras enfermedades isquémicas del corazón;Total;Ourense;80
056 Otras enfermedades isquémicas del corazón;Total;Palencia;30
056 Otras enfermedades isquémicas del corazón;Total;Palmas, Las;184
056 Otras enfermedades isquémicas del corazón;Total;Pontevedra;133
056 Otras enfermedades isquémicas del corazón;Total;Rioja, La;50
056 Otras enfermedades isquémicas del corazón;Total;Salamanca;62
056 Otras enfermedades isquémicas del corazón;Total;Santa Cruz de Tenerife;109
056 Otras enfermedades isquémicas del corazón;Total;Segovia;31
056 Otras enfermedades isquémicas del corazón;Total;Sevilla;362
056 Otras enfermedades isquémicas del corazón;Total;Soria;10
056 Otras enfermedades isquémicas del corazón;Total;Tarragona;119
056 Otras enfermedades isquémicas del corazón;Total;Teruel;27
056 Otras enfermedades isquémicas del corazón;Total;Toledo;86
056 Otras enfermedades isquémicas del corazón;Total;Valencia/València;417
056 Otras enfermedades isquémicas del corazón;Total;Valladolid;93
056 Otras enfermedades isquémicas del corazón;Total;Zamora;30
056 Otras enfermedades isquémicas del corazón;Total;Zaragoza;152
056 Otras enfermedades isquémicas del corazón;Total;Ceuta;15
056 Otras enfermedades isquémicas del corazón;Total;Melilla;7
056 Otras enfermedades isquémicas del corazón;Hombres;Total;4205
056 Otras enfermedades isquémicas del corazón;Hombres;Albacete;35
056 Otras enfermedades isquémicas del corazón;Hombres;Alicante/Alacant;188
056 Otras enfermedades isquémicas del corazón;Hombres;Almería;53
056 Otras enfermedades isquémicas del corazón;Hombres;Araba/Alava;17
056 Otras enfermedades isquémicas del corazón;Hombres;Asturias;109
056 Otras enfermedades isquémicas del corazón;Hombres;Avila;17
056 Otras enfermedades isquémicas del corazón;Hombres;Badajoz;54
056 Otras enfermedades isquémicas del corazón;Hombres;Balears, Illes;83
056 Otras enfermedades isquémicas del corazón;Hombres;Barcelona;547
056 Otras enfermedades isquémicas del corazón;Hombres;Bizkaia;117
056 Otras enfermedades isquémicas del corazón;Hombres;Burgos;40
056 Otras enfermedades isquémicas del corazón;Hombres;Cáceres;24
056 Otras enfermedades isquémicas del corazón;Hombres;Cádiz;126
056 Otras enfermedades isquémicas del corazón;Hombres;Cantabria;45
056 Otras enfermedades isquémicas del corazón;Hombres;Castellón/Castelló;45
056 Otras enfermedades isquémicas del corazón;Hombres;Ciudad Real;38
056 Otras enfermedades isquémicas del corazón;Hombres;Córdoba;59
056 Otras enfermedades isquémicas del corazón;Hombres;Coruña, A;139
056 Otras enfermedades isquémicas del corazón;Hombres;Cuenca;15
056 Otras enfermedades isquémicas del corazón;Hombres;Gipuzkoa;48
056 Otras enfermedades isquémicas del corazón;Hombres;Girona;57
056 Otras enfermedades isquémicas del corazón;Hombres;Granada;79
056 Otras enfermedades isquémicas del corazón;Hombres;Guadalajara;19
056 Otras enfermedades isquémicas del corazón;Hombres;Huelva;43
056 Otras enfermedades isquémicas del corazón;Hombres;Huesca;22
056 Otras enfermedades isquémicas del corazón;Hombres;Jaén;46
056 Otras enfermedades isquémicas del corazón;Hombres;León;48
056 Otras enfermedades isquémicas del corazón;Hombres;Lleida;26
056 Otras enfermedades isquémicas del corazón;Hombres;Lugo;67
056 Otras enfermedades isquémicas del corazón;Hombres;Madrid;470
056 Otras enfermedades isquémicas del corazón;Hombres;Málaga;177
056 Otras enfermedades isquémicas del corazón;Hombres;Murcia;116
056 Otras enfermedades isquémicas del corazón;Hombres;Navarra;37
056 Otras enfermedades isquémicas del corazón;Hombres;Ourense;43
056 Otras enfermedades isquémicas del corazón;Hombres;Palencia;11
056 Otras enfermedades isquémicas del corazón;Hombres;Palmas, Las;108
056 Otras enfermedades isquémicas del corazón;Hombres;Pontevedra;87
056 Otras enfermedades isquémicas del corazón;Hombres;Rioja, La;40
056 Otras enfermedades isquémicas del corazón;Hombres;Salamanca;41
056 Otras enfermedades isquémicas del corazón;Hombres;Santa Cruz de Tenerife;63
056 Otras enfermedades isquémicas del corazón;Hombres;Segovia;18
056 Otras enfermedades isquémicas del corazón;Hombres;Sevilla;203
056 Otras enfermedades isquémicas del corazón;Hombres;Soria;5
056 Otras enfermedades isquémicas del corazón;Hombres;Tarragona;85
056 Otras enfermedades isquémicas del corazón;Hombres;Teruel;12
056 Otras enfermedades isquémicas del corazón;Hombres;Toledo;47
056 Otras enfermedades isquémicas del corazón;Hombres;Valencia/València;260
056 Otras enfermedades isquémicas del corazón;Hombres;Valladolid;56
056 Otras enfermedades isquémicas del corazón;Hombres;Zamora;16
056 Otras enfermedades isquémicas del corazón;Hombres;Zaragoza;90
056 Otras enfermedades isquémicas del corazón;Hombres;Ceuta;11
056 Otras enfermedades isquémicas del corazón;Hombres;Melilla;3
056 Otras enfermedades isquémicas del corazón;Mujeres;Total;2783
056 Otras enfermedades isquémicas del corazón;Mujeres;Albacete;32
056 Otras enfermedades isquémicas del corazón;Mujeres;Alicante/Alacant;89
056 Otras enfermedades isquémicas del corazón;Mujeres;Almería;24
056 Otras enfermedades isquémicas del corazón;Mujeres;Araba/Alava;9
056 Otras enfermedades isquémicas del corazón;Mujeres;Asturias;116
056 Otras enfermedades isquémicas del corazón;Mujeres;Avila;7
056 Otras enfermedades isquémicas del corazón;Mujeres;Badajoz;51
056 Otras enfermedades isquémicas del corazón;Mujeres;Balears, Illes;55
056 Otras enfermedades isquémicas del corazón;Mujeres;Barcelona;314
056 Otras enfermedades isquémicas del corazón;Mujeres;Bizkaia;67
056 Otras enfermedades isquémicas del corazón;Mujeres;Burgos;21
056 Otras enfermedades isquémicas del corazón;Mujeres;Cáceres;27
056 Otras enfermedades isquémicas del corazón;Mujeres;Cádiz;88
056 Otras enfermedades isquémicas del corazón;Mujeres;Cantabria;48
056 Otras enfermedades isquémicas del corazón;Mujeres;Castellón/Castelló;32
056 Otras enfermedades isquémicas del corazón;Mujeres;Ciudad Real;30
056 Otras enfermedades isquémicas del corazón;Mujeres;Córdoba;57
056 Otras enfermedades isquémicas del corazón;Mujeres;Coruña, A;96
056 Otras enfermedades isquémicas del corazón;Mujeres;Cuenca;10
056 Otras enfermedades isquémicas del corazón;Mujeres;Gipuzkoa;29
056 Otras enfermedades isquémicas del corazón;Mujeres;Girona;42
056 Otras enfermedades isquémicas del corazón;Mujeres;Granada;51
056 Otras enfermedades isquémicas del corazón;Mujeres;Guadalajara;9
056 Otras enfermedades isquémicas del corazón;Mujeres;Huelva;34
056 Otras enfermedades isquémicas del corazón;Mujeres;Huesca;11
056 Otras enfermedades isquémicas del corazón;Mujeres;Jaén;23
056 Otras enfermedades isquémicas del corazón;Mujeres;León;32
056 Otras enfermedades isquémicas del corazón;Mujeres;Lleida;13
056 Otras enfermedades isquémicas del corazón;Mujeres;Lugo;33
056 Otras enfermedades isquémicas del corazón;Mujeres;Madrid;295
056 Otras enfermedades isquémicas del corazón;Mujeres;Málaga;134
056 Otras enfermedades isquémicas del corazón;Mujeres;Murcia;81
056 Otras enfermedades isquémicas del corazón;Mujeres;Navarra;25
056 Otras enfermedades isquémicas del corazón;Mujeres;Ourense;37
056 Otras enfermedades isquémicas del corazón;Mujeres;Palencia;19
056 Otras enfermedades isquémicas del corazón;Mujeres;Palmas, Las;76
056 Otras enfermedades isquémicas del corazón;Mujeres;Pontevedra;46
056 Otras enfermedades isquémicas del corazón;Mujeres;Rioja, La;10
056 Otras enfermedades isquémicas del corazón;Mujeres;Salamanca;21
056 Otras enfermedades isquémicas del corazón;Mujeres;Santa Cruz de Tenerife;46
056 Otras enfermedades isquémicas del corazón;Mujeres;Segovia;13
056 Otras enfermedades isquémicas del corazón;Mujeres;Sevilla;159
056 Otras enfermedades isquémicas del corazón;Mujeres;Soria;5
056 Otras enfermedades isquémicas del corazón;Mujeres;Tarragona;34
056 Otras enfermedades isquémicas del corazón;Mujeres;Teruel;15
056 Otras enfermedades isquémicas del corazón;Mujeres;Toledo;39
056 Otras enfermedades isquémicas del corazón;Mujeres;Valencia/València;157
056 Otras enfermedades isquémicas del corazón;Mujeres;Valladolid;37
056 Otras enfermedades isquémicas del corazón;Mujeres;Zamora;14
056 Otras enfermedades isquémicas del corazón;Mujeres;Zaragoza;62
056 Otras enfermedades isquémicas del corazón;Mujeres;Ceuta;4
056 Otras enfermedades isquémicas del corazón;Mujeres;Melilla;4
057 Insuficiencia cardíaca;Total;Total;8793
057 Insuficiencia cardíaca;Total;Albacete;75
057 Insuficiencia cardíaca;Total;Alicante/Alacant;313
057 Insuficiencia cardíaca;Total;Almería;93
057 Insuficiencia cardíaca;Total;Araba/Alava;30
057 Insuficiencia cardíaca;Total;Asturias;241
057 Insuficiencia cardíaca;Total;Avila;28
057 Insuficiencia cardíaca;Total;Badajoz;152
057 Insuficiencia cardíaca;Total;Balears, Illes;153
057 Insuficiencia cardíaca;Total;Barcelona;985
057 Insuficiencia cardíaca;Total;Bizkaia;190
057 Insuficiencia cardíaca;Total;Burgos;71
057 Insuficiencia cardíaca;Total;Cáceres;93
057 Insuficiencia cardíaca;Total;Cádiz;209
057 Insuficiencia cardíaca;Total;Cantabria;94
057 Insuficiencia cardíaca;Total;Castellón/Castelló;149
057 Insuficiencia cardíaca;Total;Ciudad Real;74
057 Insuficiencia cardíaca;Total;Córdoba;155
057 Insuficiencia cardíaca;Total;Coruña, A;331
057 Insuficiencia cardíaca;Total;Cuenca;41
057 Insuficiencia cardíaca;Total;Gipuzkoa;117
057 Insuficiencia cardíaca;Total;Girona;126
057 Insuficiencia cardíaca;Total;Granada;192
057 Insuficiencia cardíaca;Total;Guadalajara;41
057 Insuficiencia cardíaca;Total;Huelva;78
057 Insuficiencia cardíaca;Total;Huesca;61
057 Insuficiencia cardíaca;Total;Jaén;124
057 Insuficiencia cardíaca;Total;León;137
057 Insuficiencia cardíaca;Total;Lleida;128
057 Insuficiencia cardíaca;Total;Lugo;114
057 Insuficiencia cardíaca;Total;Madrid;987
057 Insuficiencia cardíaca;Total;Málaga;248
057 Insuficiencia cardíaca;Total;Murcia;238
057 Insuficiencia cardíaca;Total;Navarra;82
057 Insuficiencia cardíaca;Total;Ourense;102
057 Insuficiencia cardíaca;Total;Palencia;48
057 Insuficiencia cardíaca;Total;Palmas, Las;163
057 Insuficiencia cardíaca;Total;Pontevedra;213
057 Insuficiencia cardíaca;Total;Rioja, La;50
057 Insuficiencia cardíaca;Total;Salamanca;85
057 Insuficiencia cardíaca;Total;Santa Cruz de Tenerife;131
057 Insuficiencia cardíaca;Total;Segovia;52
057 Insuficiencia cardíaca;Total;Sevilla;550
057 Insuficiencia cardíaca;Total;Soria;32
057 Insuficiencia cardíaca;Total;Tarragona;95
057 Insuficiencia cardíaca;Total;Teruel;24
057 Insuficiencia cardíaca;Total;Toledo;149
057 Insuficiencia cardíaca;Total;Valencia/València;527
057 Insuficiencia cardíaca;Total;Valladolid;83
057 Insuficiencia cardíaca;Total;Zamora;55
057 Insuficiencia cardíaca;Total;Zaragoza;252
057 Insuficiencia cardíaca;Total;Ceuta;18
057 Insuficiencia cardíaca;Total;Melilla;14
057 Insuficiencia cardíaca;Hombres;Total;3373
057 Insuficiencia cardíaca;Hombres;Albacete;31
057 Insuficiencia cardíaca;Hombres;Alicante/Alacant;127
057 Insuficiencia cardíaca;Hombres;Almería;35
057 Insuficiencia cardíaca;Hombres;Araba/Alava;13
057 Insuficiencia cardíaca;Hombres;Asturias;82
057 Insuficiencia cardíaca;Hombres;Avila;16
057 Insuficiencia cardíaca;Hombres;Badajoz;60
057 Insuficiencia cardíaca;Hombres;Balears, Illes;56
057 Insuficiencia cardíaca;Hombres;Barcelona;363
057 Insuficiencia cardíaca;Hombres;Bizkaia;72
057 Insuficiencia cardíaca;Hombres;Burgos;28
057 Insuficiencia cardíaca;Hombres;Cáceres;30
057 Insuficiencia cardíaca;Hombres;Cádiz;65
057 Insuficiencia cardíaca;Hombres;Cantabria;31
057 Insuficiencia cardíaca;Hombres;Castellón/Castelló;44
057 Insuficiencia cardíaca;Hombres;Ciudad Real;25
057 Insuficiencia cardíaca;Hombres;Córdoba;63
057 Insuficiencia cardíaca;Hombres;Coruña, A;134
057 Insuficiencia cardíaca;Hombres;Cuenca;21
057 Insuficiencia cardíaca;Hombres;Gipuzkoa;45
057 Insuficiencia cardíaca;Hombres;Girona;49
057 Insuficiencia cardíaca;Hombres;Granada;78
057 Insuficiencia cardíaca;Hombres;Guadalajara;19
057 Insuficiencia cardíaca;Hombres;Huelva;31
057 Insuficiencia cardíaca;Hombres;Huesca;24
057 Insuficiencia cardíaca;Hombres;Jaén;56
057 Insuficiencia cardíaca;Hombres;León;64
057 Insuficiencia cardíaca;Hombres;Lleida;68
057 Insuficiencia cardíaca;Hombres;Lugo;48
057 Insuficiencia cardíaca;Hombres;Madrid;375
057 Insuficiencia cardíaca;Hombres;Málaga;89
057 Insuficiencia cardíaca;Hombres;Murcia;97
057 Insuficiencia cardíaca;Hombres;Navarra;36
057 Insuficiencia cardíaca;Hombres;Ourense;44
057 Insuficiencia cardíaca;Hombres;Palencia;17
057 Insuficiencia cardíaca;Hombres;Palmas, Las;82
057 Insuficiencia cardíaca;Hombres;Pontevedra;83
057 Insuficiencia cardíaca;Hombres;Rioja, La;16
057 Insuficiencia cardíaca;Hombres;Salamanca;31
057 Insuficiencia cardíaca;Hombres;Santa Cruz de Tenerife;51
057 Insuficiencia cardíaca;Hombres;Segovia;20
057 Insuficiencia cardíaca;Hombres;Sevilla;176
057 Insuficiencia cardíaca;Hombres;Soria;10
057 Insuficiencia cardíaca;Hombres;Tarragona;42
057 Insuficiencia cardíaca;Hombres;Teruel;9
057 Insuficiencia cardíaca;Hombres;Toledo;62
057 Insuficiencia cardíaca;Hombres;Valencia/València;203
057 Insuficiencia cardíaca;Hombres;Valladolid;31
057 Insuficiencia cardíaca;Hombres;Zamora;20
057 Insuficiencia cardíaca;Hombres;Zaragoza;90
057 Insuficiencia cardíaca;Hombres;Ceuta;4
057 Insuficiencia cardíaca;Hombres;Melilla;7
057 Insuficiencia cardíaca;Mujeres;Total;5420
057 Insuficiencia cardíaca;Mujeres;Albacete;44
057 Insuficiencia cardíaca;Mujeres;Alicante/Alacant;186
057 Insuficiencia cardíaca;Mujeres;Almería;58
057 Insuficiencia cardíaca;Mujeres;Araba/Alava;17
057 Insuficiencia cardíaca;Mujeres;Asturias;159
057 Insuficiencia cardíaca;Mujeres;Avila;12
057 Insuficiencia cardíaca;Mujeres;Badajoz;92
057 Insuficiencia cardíaca;Mujeres;Balears, Illes;97
057 Insuficiencia cardíaca;Mujeres;Barcelona;622
057 Insuficiencia cardíaca;Mujeres;Bizkaia;118
057 Insuficiencia cardíaca;Mujeres;Burgos;43
057 Insuficiencia cardíaca;Mujeres;Cáceres;63
057 Insuficiencia cardíaca;Mujeres;Cádiz;144
057 Insuficiencia cardíaca;Mujeres;Cantabria;63
057 Insuficiencia cardíaca;Mujeres;Castellón/Castelló;105
057 Insuficiencia cardíaca;Mujeres;Ciudad Real;49
057 Insuficiencia cardíaca;Mujeres;Córdoba;92
057 Insuficiencia cardíaca;Mujeres;Coruña, A;197
057 Insuficiencia cardíaca;Mujeres;Cuenca;20
057 Insuficiencia cardíaca;Mujeres;Gipuzkoa;72
057 Insuficiencia cardíaca;Mujeres;Girona;77
057 Insuficiencia cardíaca;Mujeres;Granada;114
057 Insuficiencia cardíaca;Mujeres;Guadalajara;22
057 Insuficiencia cardíaca;Mujeres;Huelva;47
057 Insuficiencia cardíaca;Mujeres;Huesca;37
057 Insuficiencia cardíaca;Mujeres;Jaén;68
057 Insuficiencia cardíaca;Mujeres;León;73
057 Insuficiencia cardíaca;Mujeres;Lleida;60
057 Insuficiencia cardíaca;Mujeres;Lugo;66
057 Insuficiencia cardíaca;Mujeres;Madrid;612
057 Insuficiencia cardíaca;Mujeres;Málaga;159
057 Insuficiencia cardíaca;Mujeres;Murcia;141
057 Insuficiencia cardíaca;Mujeres;Navarra;46
057 Insuficiencia cardíaca;Mujeres;Ourense;58
057 Insuficiencia cardíaca;Mujeres;Palencia;31
057 Insuficiencia cardíaca;Mujeres;Palmas, Las;81
057 Insuficiencia cardíaca;Mujeres;Pontevedra;130
057 Insuficiencia cardíaca;Mujeres;Rioja, La;34
057 Insuficiencia cardíaca;Mujeres;Salamanca;54
057 Insuficiencia cardíaca;Mujeres;Santa Cruz de Tenerife;80
057 Insuficiencia cardíaca;Mujeres;Segovia;32
057 Insuficiencia cardíaca;Mujeres;Sevilla;374
057 Insuficiencia cardíaca;Mujeres;Soria;22
057 Insuficiencia cardíaca;Mujeres;Tarragona;53
057 Insuficiencia cardíaca;Mujeres;Teruel;15
057 Insuficiencia cardíaca;Mujeres;Toledo;87
057 Insuficiencia cardíaca;Mujeres;Valencia/València;324
057 Insuficiencia cardíaca;Mujeres;Valladolid;52
057 Insuficiencia cardíaca;Mujeres;Zamora;35
057 Insuficiencia cardíaca;Mujeres;Zaragoza;162
057 Insuficiencia cardíaca;Mujeres;Ceuta;14
057 Insuficiencia cardíaca;Mujeres;Melilla;7
058 Otras enfermedades del corazón;Total;Total;10690
058 Otras enfermedades del corazón;Total;Albacete;106
058 Otras enfermedades del corazón;Total;Alicante/Alacant;402
058 Otras enfermedades del corazón;Total;Almería;132
058 Otras enfermedades del corazón;Total;Araba/Alava;49
058 Otras enfermedades del corazón;Total;Asturias;345
058 Otras enfermedades del corazón;Total;Avila;44
058 Otras enfermedades del corazón;Total;Badajoz;191
058 Otras enfermedades del corazón;Total;Balears, Illes;192
058 Otras enfermedades del corazón;Total;Barcelona;1167
058 Otras enfermedades del corazón;Total;Bizkaia;358
058 Otras enfermedades del corazón;Total;Burgos;87
058 Otras enfermedades del corazón;Total;Cáceres;121
058 Otras enfermedades del corazón;Total;Cádiz;247
058 Otras enfermedades del corazón;Total;Cantabria;171
058 Otras enfermedades del corazón;Total;Castellón/Castelló;118
